	transcript	backchannel	start	end	role	folder
9827	부담도 가졌고 자기 능력은 이것밖에 안 되는데 옆에서 자꾸 이만큼의 능력이 있다고 생 얘기를 하니까 막 하려고 하다 보니까 너무 버겁지 않았나 이런 생각도 들고	1	675.98	691.39	client	29
9828	네	0	691.05	691.68	counselor	29
9829	그렇죠 선생님?	0	692.12	693.56	client	29
9830	그럼 혹시 김영민 님이 이렇게 쭉 지금까지 살아오셨던 삶을 이렇게 살펴보셨을 때	1	692.64	700.3	counselor	29
9831	음	0	699.99	700.62	client	29
9832	어 내 능력보다 더 많은 걸 해내야 돼서 좀 힘들었던 적 혹시 있으셨을까요?	0	700.3	707.77	counselor	29
9833	네 저는 어- 저기 어렸을 때는 괜찮았었는데 제가 조금 어려웠던 시절이 있었어요 선생님 제가 어- 고등학교 1학년일학년 때인가 중3중삼에서 고등학교 1학년일학년 때인데 아빠가 이렇게 사업을 좀 이렇게 크게 벌렸다가 망해서 갑자기 이렇게 힘들어졌던 적이 있었어요 막 쫓겨다니고 막 이랬던 적이 있는데 제가 장녀잖아요	1	708.36	733.12	client	29
9834	음	0	731.55	731.64	counselor	29
9835	애들을 엄마는 엄마랑 아 엄마는 아빠 찾으러 다니고 우리를 이렇게 그냥 놔둬서 내가 이제 소녀 가장처럼 걔들을 이렇게 돌봤던 그러다 보니까 내가 뭐든지 그때 뭐든지 막 했던 것 같아요 그래가지고 애들도 챙겨야 되니까 그러다 보니까 하다 보니까 다 되는 거예요 어린 나이에도 그래서 그때 많이 그런 거를 느꼈던 것 같아요 선생님	1	733.12	758.12	client	29
9836	근데 그거를 하다 보니까 될 때까지 얼마나 힘드셨을까요?	1	758.64	763.3	counselor	29
9837	해 하셔야 했으니까 했을 거 아니에요 욕심이라기 보다	1	773.88	777.64	counselor	29
9838	응. 응. 응. 음. 응 응	0	774.69	787.83	client	29
9839	해야 되니까 했을 건데 그 14살열네살, 15살열다섯살 14살열네살이죠? 그 	1	783.4	791.08	counselor	29
9840	네	0	790.88	791.01	client	29
9841	중학교 3학년삼학년에서 고등학교 올라가는 시절 14살열네살 그때	1	791.08	796.84	counselor	29
9842	네	0	791.8	791.83	client	29
9843	많이 어리잖아요	1	801.76	803.56	counselor	29
9844	근데 나는 그렇게 그니까 그랬던 것 같아요 선생님 나는 그렇게까지 어렸을 때 다 뭐든지 못하는 게 없이 다 했었는데 너는 왜 그럴까 다 해주는데 이런 게 좀 있었던 것 같아요	1	802.03	814.19	client	29
9845	그러셨구나	1	813.04	814.66	counselor	29
9846	어 엄마가 다 해주는데 뒤에서 다 받쳐 주는데 아버지도 다 해주고 아버지도 어- 지민이 아버지는 걔가 진짜 뭐든지 100%백프로에요 뭐 해달라고 뭐 조금이라도 뭐 하는 거 있으면 100%백프로로 이렇게 회사에 있다가도 걔가 무슨 무조건이에요 무조건 그리고 나도 약간 이제 그런 편이고 근데 왜 그럴까	1	818.12	841.29	client	29
9847	우리는 사랑했는데 사랑으로 했던 건데	0	842.16	846.48	counselor	29
9848	아이가 가스라이팅이라고 표현했을 때	1	846.48	850.24	counselor	29
9849	그렇게 안 받아들인 거예요 네 맞아요 그리고 또 아버지는 다 해줬는데 그거를 바보 같다라 난 거기서 너무 충격을 받았어요 너무 무조건적으로 다 해주니까 바보라고 취급을 하는 거예요	0	848.59	864.13	client	29
9850	음	0	862.98	862.99	counselor	29
9851	지금도 바보라고 막 이렇게 좀 무시를 하고 부모를 무시를 해요 그게 가슴이 아프더라고요	1	865.12	873.41	client	29
9852	남편분은 지금 어떤 얘기를 좀 하세요?	1	874.68	877.56	counselor	29
9853	지금 딸 아이의 상태라든지 엄마하고의 관계에 대해서 뭐라고 얘기해 주시는 게 있어요?	0	877.56	883.32	counselor	29
9854	그냥 제 편 제가 알아서 하겠지 그러고 자기가 많이 옆에 있어 주지를 못하니까 거기에 대해서는 저한테 뭐 같이 붙어서 싸우더라도 전혀 거기에 간섭을 하거나 이러진 않거든요 지금은 그리고 내 편이지 애 펴 애한테 너무 요즘에는 질렸는지	1	882.83	902.12	client	29
9855	음	0	898.1	898.17	counselor	29
9856	그렇게 그냥 해달라는 것만 거기서 그렇게 하는 것 같아요	1	902.12	906.98	client	29
9857	많은 뜻과 많은 의미가 있을 것 같기는 해요	0	909.11	912.44	counselor	29
9858	그니까 지금 이제 얘기해 주시는 거는 그간의 기억나는 것들과 사실은 이제 마음에 남아 있던 것들	0	912.44	919.88	counselor	29
9859	사실 우리는 이야기가 어 드라마처럼 편집돼서 오는 건 아니잖아요	1	919.88	925.44	counselor	29
9860	지금 영민님이 저한테 얘기해 주시는 걸 들었을 때는	1	928.28	931.76	counselor	29
9861	음	0	929.01	929.26	client	29
9862	지금 이 관계가 너무 실망스럽고 속상하셨겠구나 라는 생각이 좀 들어요	0	938.68	943.16	counselor	29
9863	맞아요	0	938.98	940.68	client	29
9864	그럼에도 불구하고 뭔가 좀 나를 돌아보고 딸과 관계를 좀 회복하기 위해서	1	943.16	949.04	counselor	29
9865	음	0	943.29	943.65	client	29
9866	뭐를 내가 해야 될까 이런 것들을 좀 이야기하고 싶어서 오신 것 같아요	0	949.04	954.16	counselor	29
9867	막막해요 이렇게 네 맞아요 이렇게 해도 안 되고 저렇게도 안 되고 이것도 내가 어떤 좋은 방법을 제시를 해도 다 그거를 단점으로 보고 무조건 차단을 해버리니까 그리고 아예 우리가 들어가면은	0	951.12	967.12	client	29
9868	음	0	966.55	966.6	counselor	29
9869	아예 문 닫고 탕 닫고 아예 쳐다볼 생각을 안 하니까 뭐가 원인인지 모르겠어요	1	967.12	975.35	client	29
9870	혹시 딸이 지금 원하는 게 뭔지 알고 계신 건 있어요?	1	976.18	981.56	counselor	29
9871	이렇게 막 관계가 막 악화되기 전에 딸은 어떤 걸 원했던 것 같아요?	0	981.56	987.25	counselor	29
9872	그러니까 원하는 거를 다 이제 얘기해서 뭐 나가고 싶다고 해서 방도 얻어서 저기 어 좀 내보내기도 하고 이랬었는데 바로 바로 일주일도 안 돼서 들어오고 그리고 또 뭐 해달라  네?	1	986.12	1003.12	client	29
9873	아	0	1001.79	1001.89	counselor	29
9874	힘드니까 들어와 힘드니까 들어온 것 같아요 외롭고 힘들죠 자기가 나가서 이제 나를 우리를 안 보면은 살 수 있을 것 같아서 자유롭게 살고 싶어서 학교 앞에서 나갔는데 일단 나간다고 했을 때 우리가 안 된다 이렇게 했어야 되는데	2	1003.12	1022.12	client	29
9875	네	0	1015.88	1016.01	counselor	29
9876	방까지 다 오피스텔까지 다 얻어서 해주니까 거기서도 또 실망을 했겠죠 선생님 아닌가요 제가 곰곰이 생각 보니까 그것도 자기가 그래도 자 한번 좀 부모니까 좀 잡아주 잡아주지 않을까 이렇게 생각을 했는데 그러지 않고 처음에는 아 아니라고 생각을 했었죠	1	1022.12	1042.12	client	29
9877	너는 하는 게 없으니까 그래도 여기 집에서 집하고 학교 안 머니까 여기서 다니면서 하는 게 낫지 않느냐 그랬더니 아 자기는 자유롭게 살고 싶다고 한번 살아보고 싶다고 그래서 아 정 그러면은 방을 얻어 주겠다 그래서 나간 거거든 나 내보냈거든요 근데 다시 일주일도 안 돼서 외로우니까 들어왔더라고요	1	1042.12	1063.88	client	29
9878	그러니까 그 외로우니까 들어왔다는 건 혹시 확인된 바일까요?	1	1064.52	1068.96	counselor	29
9879	확인하셨어요? 딸님한테?	0	1068.96	1071.36	counselor	29
9880	아니 확인은 안 했는데 확인은 안 했어요 힘들고 이제 뭐 먹거리도 자기가 손수 못하고 이러고 또 혼자 있으면 좀 애가 외로움을 많이 타는 거 아니까 저도 외로움을 좀 많이 타는 편이거든요	2	1072.12	1085.12	client	29
9881	응	0	1079.93	1080.46	counselor	29
9882	그렇다 보니까 아 이렇게 얼굴을 보면 아우 쟤도 외로움 외로움을 많이 타는 것 같다 이런 생각이 들어요 그래서 그걸로 느낌으로 하는 거지 꼭 얘기를 해서 그런 건 아니거든요 선생님 그럴 만한 그렇게 얘기를 할 아이도 아니고 말을 너무 안 하는 아이라서	0	1085.12	1104.12	client	29
9883	원래 말을 잘 안 하는 친구였어요?	1	1105.49	1108.09	counselor	29
9884	네 말을 많이 안 하는 옛날에는 어- 학교 선생님들도 이렇게 뭐 아기 때부터 말을 잘 안 했어요 안 해 가지고 지금 정말로 내가 제가 말을 못하는 아인가	2	1109.5	1121.6	client	29
9885	그러니까 한 3년삼년 4년사년 태어난 지 4년사년이 됐는데도 말을 안 하는 거예요 말을 안 하고 그냥 뭐 선생님 그래서 제가 선생님들을 집으로 이제 개인 레슨을 많이 했거든요 선생님하고 대화하는 그런 놀이 교육을 많이 저기 했어요 그래갖고 얘기를 하게끔 유도를 하려고 놀이로서 하는 그런 교육을 했는데	1	1122.12	1143.63	client	29
9886	음	0	1141.98	1142.14	counselor	29
9887	선생님만 그냥 막 혼자 선생님만 춤을 추시고 막 이러는데도 이러고 그냥 쳐다보고 있는 거예요 그러니까 이게 언어도 잘 느렸고 뭐든지 느린 거죠 언어도 말도 느리고 글씨 쓰는 것도 느리고 유치원 다닐 때도 그냥 갔다 오고 갔다 오 	1	1143.63	1161.12	client	29
9888	음	0	1159.36	1159.46	counselor	29
9889	근데 나중에는 그래 제가 조기 교육을 많이 시켰거든요 뭐든지 그래서 제가 운동을 많이 시켰어요 선생님 수영 어릴 때부터 수영을 같이 이렇게 안고 다니면서 나도 수영을 하고 걔도 하고 모자 수영부터 하고 그리고 뭐 리본체조 뭐 발레 발레 너무 좋아해 갖고 발레 뭐 이런 해 갖고 쫙 운동을 좀 많이 시켰거든요	1	1161.12	1182.12	client	29
9890	음	0	1179.99	1180.63	counselor	29
9891	그 그랬는데 그때는 그래도 좋아해서 그랬는데 지금은 아예 그런 것도 안 해요 그렇게 많이 배웠는데도 엄마가 내가 수영 갈까 좀 외로운 것 같아서 수영 가서 우리 저기 한 번 놀다 올까 이래도 싫다고 그러고 귀찮다고 그러고	1	1182.12	1199.01	client	29
9892	음	0	1199.8	1200.74	counselor	29
9893	제가 이렇게 그 그러니까 옛날에 너무 많이 시켰나? 이런 생각을 좀 하실 것 같아요	1	1200.8	1207.0	counselor	29
9894	음 음	0	1205.18	1206.49	client	29
9895	제가 지금 짧은 시간 이렇게 제가 좀 얘기를 들어봤을 때	1	1207.0	1211.56	counselor	29
9896	아, 우리 김영민 님이 김영민 님과 따님의 에너지가 좀 다르신 것 같아요	0	1211.56	1218.0	counselor	29
9897	에너지가 엄마가 훨씬 더 많으신 것 같아요	2	1218.0	1222.2	counselor	29
9898	에너지가 예 좀 그런 것 같아요 제가 생각해도	0	1220.25	1225.0	client	29
9899	네 그리고 주로 많이 권하시고 함께 하자고 하시고 또는 이거 해볼래? 이렇게 많이 권하시는 편이고	1	1224.2	1233.18	counselor	29
9900	이도저도 싫으면 다 싫어 귀찮아 하시는 것 같아요	1	1237.24	1241.28	counselor	29
9901	그럼 따님이 먼저 뭔가를 하고 싶다고 얘기한 적이 있어요?	0	1241.28	1245.32	counselor	29
9902	제 저는 막 끌고 음악도 한다고 그랬을 때 제가 실패를 했기 때문에 또 힘들게 또 했잖아요 제가 그래서 굳이 하라고 안 했어요 돈도 많이 들고 그래서 돈도 많이 들 것 같아 가지고 제가 몇 번이나 너는 공부도 잘하니까 다른 거 해도 괜찮다 그랬더니 자기가 자기는 최고가 되고 싶은 거예요 뭐든지 공부도 최고가 되고 싶은데 어떻게 이제 뉴질랜드로 갔다 오면서 이제 영어 때문에 뉴질랜드 한 2년이년 그때 좀 외로움을 많이 느꼈던 거 같아요	1	1246.12	1277.29	client	29
9903	제가 좀 일찍 왔거든요 일찍 한 2년이년 있었는데 한 1년일년 6개월육개월 정도 같이 있다가 제가 6육 6개월육개월을 그냥 저랑 같이 있으니까 이게 좀 학습이라든가 뭐가 좀 많이 느린 거예요 그래서 원어민 집에 그 홈스테이를 맡겨놓고 그리고선 제가 먼저 왔더니 아 자기는 한 6개월육개월만 하고 그냥 오겠다고 공부 안 하겠다고 음악 하겠다고 그래서 단시간 내에 음악을 시작해서 너무 갑자기 음악을 한다고 그래서 근데도 지가 어떤 밤낮으로 잠도 안 자고 하더니 서울예고를 가는 거예요	1	1277.29	1311.28	client	29
9904	거 그때 깜짝 놀랐어요 저는 선생님도 깜짝 놀랐고 너는 안 안 된다 시간이 너무 없어서 안 된다 아무리 어렸을 때부터 조금조금 했다 그래도 예원 애들이 있는데 걔들을 버리고 이렇게 밀어내고 갈 수는 없다 막 이렇게 선생 큰 선생님도 그렇게 하셨는데 	5	1311.28	1328.53	client	29
9905	네	0	1315.01	1315.23	counselor	29
9906	저는 그냥 하겠다 그랬어요 쟤도 하겠다고요 불가능한 거죠 한다고 	0	1328.53	1335.12	client	29
9907	음 그쵸?	0	1334.12	1335.75	counselor	29
9908	된 거예요 선생님 그게 문제였던 것 같아 그게 문제였어 아	1	1345.2	1352.48	client	29
9909	그래요? 저는 따님의 대단한 재능인 것 같아요	1	1351.88	1356.12	counselor	29
9910	불가능하다고 한 것을 해내는 거	1	1356.12	1358.12	counselor	29
9911	그렇다고 한다면 엄청 집중했을 것이고	1	1358.12	1362.12	counselor	29
9912	엄청 에너지를 쏟았을 것이고	0	1362.12	1364.12	counselor	29
9913	음	0	1362.82	1363.41	client	29
9914	그것에 대한 목표가 되게 명확했다는 뜻이거든요	1	1364.12	1368.12	counselor	29
9915	그러면 우리 딸은 정말 하고 싶은 거	1	1368.12	1372.12	counselor	29
9916	근데 지금 무너져서 그래요	0	1370.76	1372.94	client	29
9917	그러니까 정말 하고 싶은 거 내가 이걸 해내야겠다는 목표가 생기면	1	1372.12	1377.12	counselor	29
9918	음	0	1376.99	1377.03	client	29
9919	반드시 하는 친구네요	0	1377.12	1379.65	counselor	29
9920	맞아요 지금도 그것 때문에 제가 기다려 주고 있는 건데 좀 어릴 어릴 때부터 쟤가 잘못되면 어떡하나 이런 생각도 들어요 저는 지금 불안하기도 하고	1	1379.98	1390.48	client	29
9921	그럼 딸이 하나인데 그럼 들죠 그럼요	0	1389.12	1392.45	counselor	29
9922	너무 들어요 밤에 막 나가서 신 신경 꺼 이러고 연락도 안 하고 안 해버리면 막 밤에 잠도 못 자고 둘이 아  	3	1390.48	1399.76	client	29
9923	네, 그럼요	1	1398.12	1400.9	counselor	29
9924	예 	1	1399.76	1401.37	client	29
9925	음	0	1401.12	1401.95	counselor	29
9926	아빠한테도 막 찾아보라 그러면 아빠는 한 치 걸러라 그냥 들어오겠지 성인인데 막 이러 이러는데 저는 그렇지가 않거든요	1	1401.37	1409.53	client	29
9927	김영미 님 30살서른살인데 그러셨다고요?	0	1410.12	1413.12	counselor	29
9928	성인 어떤 거 어떤 거요 지민이 지민이 얘기하는 거예요 선생  지민 요즘에	0	1410.95	1425.65	client	29
9929	음, 네	0	1426.12	1428.43	counselor	29
9930	21스물하나 2둘 계속 그러는 거죠 지금까지	2	1427.32	1434.56	client	29
9931	남 남편 분이 조금 기다려봐라 믿어보고 좀 기다려봐라 하실 말 하다고 저는 생각이 드는데	6	1436.12	1445.12	counselor	29
9932	응	0	1444.19	1444.2	client	29
9933	어 제 얘기가 어떻게 들리세요?	1	1445.12	1447.4	counselor	29
9934	맞아요 선생님 다 다 맞는데 저 과잉 맞아요 선생님 말씀이 근데 요즘에는 그 얘기를 듣고 제가 21살스물한살 이제 요즘에는 과잉해서 안 된다는 걸 알았어요	0	1448.95	1462.08	client	29
9935	어	0	1456.12	1456.65	counselor	29
9936	그리고 쟤가 하라고 해서 하지도 않는다는 걸 알았고 그래서 저는 그런 것도 아 그러면 니가 한번 스스로 한번 해봐라 그래서 했더니	1	1462.08	1472.08	client	29
9937	어- 학교 자퇴를 하겠다 그러는 거예요 갑자기 4학년인데 올해 올해 올해 초죠 선생님 자퇴를 하겠다는 거예요 그래서 그거는 아닌 것 같아서 그러면은 휴학을 해봐라	1	1472.08	1485.08	client	29
9938	음	0	1483.12	1483.91	counselor	29
9939	자퇴는 나중에 해도 늦지 않지 않냐고 그래도 딱 니가 그러면 자퇴를 하고 뭘 할 것인지를 생각한 다음에 자퇴를 하고	1	1485.08	1495.08	client	29
9940	음	0	1489.7	1489.72	counselor	29
9941	약간은 좀 폐인처럼 그렇게 될 수도 있다 내가 그런 말은 했어요 그랬더니 그 말을 곰곰이 생각했는지 나한테는 자퇴를 한다고 그러고 휴학을 했더라고요 선생님	6	1505.08	1517.08	client	29
9942	음	0	1507.88	1507.99	counselor	29
9943	그냥 그냥 모르는 척 하고 있어요 저는	2	1517.08	1521.08	client	29
9944	그랬구나 음	0	1519.57	1521.57	counselor	29
9945	그러면 안 되는 거죠	3	1521.08	1525.22	client	29
9946	이게, 어 아니요	1	1524.28	1527.12	counselor	29
9947	뭐 저는 그래도 최선을 다해서 지금 딸 아이하고 소통하려고 노력하시는 모습이 좀 보여요	1	1527.12	1533.12	counselor	29
9948	아 그래요 선생님	0	1533.08	1534.92	client	29
9949	아이한테는 어떻게 보이는지 모르겠지만	1	1533.12	1536.12	counselor	29
9950	어 영미 님이 하실 수 있는 선에서 최선을 다하려고 하시는 것 같아요	1	1536.12	1540.12	counselor	29
9951	근데 이런 부분에 있어서	0	1540.12	1542.88	counselor	29
9952	저는 그렇게 하는데 걔는 그렇게 생각을 안 해요 선생님	1	1540.95	1545.04	client	29
9953	이게 아마 한두 달에 일어났던 일은 아닌 것 같고요	1	1545.55	1549.12	counselor	29
9954	조금 이런 상호장애가 좀 오래되신 것 같아요	1	1549.12	1553.12	counselor	29
9955	그런 게 싫으면 그냥 일단 무조건 대화를 안 하고 보는 그런 상황인 것 같아요	1	1572.12	1580.12	counselor	29
9956	맞아요 네 그래서 제가 그런 상담 전문 분을 제가 해서 가려고 몇 번이나 같이 가자 그랬더니 정신 정신병자인 어머니나 가	1	1580.08	1607.18	client	29
9957	그래서 딸하고의 관계가 조금 더 호전되기 위해서는	1	1580.21	1586.12	counselor	29
9958	나한테 이러는 거예요 그래서 나 그래 나도 정신이 좀 이상한 것 같다 나도 생 내가 생각할 때도 나도 그러니까 그럼 같이 가서 너도 지금 불편하지	1	1607.18	1616.47	client	29
9959	아 네	0	1609.12	1610.64	counselor	29
9960	불편하지 않냐고 그러니까 누가 문제점이 있으면은 서로 얘 하면서 고쳐보자 이러고서 같이 가자고 했어요 그래 그 뒤부터 더 단절을 한 거예요 선생님	1	1616.47	1627.24	client	29
9961	네 그래서 맞아요	0	1627.12	1630.83	counselor	29
9962	어	0	1631.95	1632.0	counselor	29
9963	어머니가 자기를 아동학대를 했다고	2	1635.49	1639.95	client	29
9964	그렇게 그거는 이제 걔 말은 말이겠죠 그냥 나한테 하는 얘기겠죠 근데	1	1639.95	1645.37	client	29
9965	음	0	1640.66	1641.59	counselor	29
9966	내가 어렸을 때 아동해 학대를 했다고 그랬다는 거예요 학교에서	1	1645.37	1650.69	client	29
9967	아이고	0	1649.12	1650.77	counselor	29
9968	어 내가 아 아동학대를 어떤 식으로 했을까 저도 기억을 못하지만 했 했으니까 그런 말이 제가	1	1654.43	1661.1	client	29
9969	음	0	1655.55	1656.13	counselor	29
9970	저러 그런 말을 할 거 아니에요 선생님 근데 내가 때린 적은 없 없으니까 그거는 이제 육체적인 학대는 아니고 그럼 정신적인 거잖아요	1	1661.1	1670.28	client	29
9971	그러면 뭐지 쟤가 말 안 했을 때는 어떤 내가 정신적인 학대를 했으니까 그런 말이 있지 않을까	1	1670.28	1677.06	client	29
9972	음	0	1676.05	1676.51	counselor	29
9973	그러다 보니까 불면증이 오고 스트레스 받고 	3	1679.06	1682.86	client	29
9974	스트레스를 받죠? 맞아요. 그러신 것 같아요	1	1682.55	1685.45	counselor	29
9975	아까 그 딸하고 그 대학 그 휴학하는 거에 대해서 상의할 때	1	1688.12	1694.12	counselor	29
9976	아 이렇게 표현하셨겠구나 라는 걸 보면서 아 지금 딸이 그렇게 느끼는 부분이 그 부분인 것 같아요	1	1694.12	1701.12	counselor	29
9977	아이한테 너가 그냥 계획 없이 휴학을 하면 너 폐인이 된다 라는 표현	1	1701.12	1707.12	counselor	29
9978	응 응	1	1707.04	1708.57	client	29
9979	어떻게 들렸을까요? 딸을 더 잘 아시니까	0	1711.12	1715.92	counselor	29
9980	그럼 어쩌라는 거야 이렇게 생각했을 것 같아요	1	1721.26	1725.26	client	29
9981	이런 생각을 해서 우왕좌왕하고 생각 없이 그러는 거 아닌가	1	1731.26	1736.26	client	29
9982	이런 생각이 들거든요 선생님	1	1736.26	1738.47	client	29
9983	딸이 왜 그 자퇴를 하고 싶었는지 아세요?	0	1738.31	1742.97	counselor	29
9984	받들어 주기를 원 옛날처럼 같이 이렇게 다니면서	1	1747.26	1751.26	client	29
9985	아 아	0	1751.03	1751.34	counselor	29
9986	제가 생각해 보니까 이래가지고는 나중에까지도 얘가	1	1754.26	1758.26	client	29
9987	음	0	1756.99	1757.24	counselor	29
9988	부모님 내 품에서 벗어나지 못할 거라는 생각이 드는 거예요	1	1758.26	1762.26	client	29
9989	그리고 조금 이렇게 단절을 제가 시켰어요	0	1766.26	1770.26	client	29
9990	갑자기?	0	1770.12	1771.35	counselor	29
9991	이제 네 방 가서 자고 어 좀 네 방 가서 자고	1	1773.26	1777.26	client	29
9992	어 네	0	1775.12	1776.29	counselor	29
9993	네가 스스로 좀 하고 그리고 나도 이제 내 내가 나서 나 내 일도 해야 되니까	1	1777.26	1782.26	client	29
9994	어	0	1779.12	1779.93	counselor	29
9995	내 일을 전혀 못했었거든요 무조건 얘만 쫓아다녔었어요	1	1782.26	1786.26	client	29
9996	어어 네	0	1784.12	1785.43	counselor	29
9997	그랬는데 그거를 이제 자기를 버렸다 이렇게 생각을 하는 거예요	0	1786.26	1791.55	client	29
9998	그니까요. 갑자기. 너무 갑작스러운데요	1	1791.92	1794.74	counselor	29
9999	갑자기 갑자기 버렸다 이렇게 생각을 하 하나 봐요 제 제 생각이에요	1	1794.26	1799.26	client	29
10000	어 네네	0	1798.94	1800.87	counselor	29
10001	응	3	1800.28	1800.96	client	29
10002	그러니까 저는 이제 어쨌든 그 딸과의 관계 부분에 있어서 내가 앞으로 어떻게 할까에 대한 고민을 지금 하고 계시기 때문에	1	1802.9	1810.12	counselor	29
10003	그 부분에 대한 거는 상담을 좀 받아보실 필요가 있는 것 같아요	4	1810.12	1814.12	counselor	29
10004	아	0	1813.91	1814.18	client	29
10005	왜냐하면 어 사실 같이 오면 제일 좋아요 같이 오면 제일 좋아요 그런데 정말은 급한 사람 정말 필요로 하는 사람이 상담해 왔을 때	1	1814.12	1825.12	counselor	29
10006	네	0	1815.49	1815.59	client	29
10007	그럴 때 변화가 생기거든요. 어김영민 님이 뭔가 다르게 행동하고 다르게 말하고 다르게 하려고 노력하는 모습이 보이기 시작하면	1	1825.12	1835.12	counselor	29
10008	내가 달라지면 아이가 달라져요	1	1863.12	1865.12	counselor	29
10009	음	0	1864.45	1864.54	client	29
10010	난 내가 원하는 게 뭔지 잘 모르겠어. 엄마	1	1875.12	1878.12	counselor	29
10011	음	0	1879.86	1879.98	client	29
10012	그냥 엄마가 하라는 대로 했는데 내가 생각하는 삶이 아니야. 이건 내 삶이 아니야. 그런 메시지로 들려요	1	1886.12	1895.23	counselor	29
10013	음	0	1896.11	1896.47	client	29
10014	그래서 툭 던지는 게 아마 나 자퇴할 거야. 내지는 어 외국에 있다가 어 나 한 6개월만 있다가 그냥 갈 거야	1	1903.12	1912.12	counselor	29
10015	뭐 이런 조금 뭔가 이렇게 전후 사정 설명이 없이 그냥 툭 던지는 말들이 엄마 입장에서 봤을 때는 좀 이해가 안 가고 답답하셨을 것 같아요	1	1912.12	1922.12	counselor	29
10016	그래서 제가 반복적으로 계속 여쭤봤던 게 뭐냐면	1	1922.12	1926.12	counselor	29
10017	딸이 어떤 의견이 있었는지 물어봤냐고 여쭤본 이유는 사실 우리는 그 중고등학교 시절, 그 시절에	1	1926.12	1934.12	counselor	29
10018	어떻게 생각하고 있어? 그걸 해 보고 나니 뭘 배웠어? 그걸 해 보고 나니 또는 실패하고 나니 어떤 생각이 들어?	1	1938.12	1947.12	counselor	29
10019	음	0	1938.89	1939.25	client	29
10020	그럼 다음에는 어떻게 하고 싶어? 자기가 스스로 생각해서 방법을 찾아내고 하려면 그런 질문을 좀 해줘야 되거든요	1	1947.12	1954.12	counselor	29
10021	네	0	1952.4	1952.41	client	29
10022	근데 아마 그러지 못하시고 아 그래 이렇게 할 거야? 그럼 그렇게 싹 해주시고 아 그래 그럼 이렇게 할 거야? 그럼 이렇게 싹 해주시고	1	1954.12	1964.88	counselor	29
10023	네	0	1955.49	1955.51	client	29
10024	이렇게 했기 때문에 이 친구가 뭔가 그런 경험을 터보기 위해서 배운 것이 좀 적었지 않았을까	0	1964.88	1970.99	counselor	29
10025	네 맞아요	0	1970.26	1971.26	client	29
10026	네 그럼 이제 앞으로 어떻게 하실래요?	0	1970.99	1974.2	counselor	29
10027	앞으로는 지금은 이제 저렇게 아직은 손을 다 놓고 있는 상태가 아니라서	1	1971.26	1980.26	client	29
10028	네	0	1978.11	1978.36	counselor	29
10029	지금 자기가 스스로 막 이것도 찾고 저것도 찾고 공부도 하고	1	1980.26	1984.26	client	29
10030	네네네	0	1984.12	1986.12	counselor	29
10031	또 뭐 토익 그 학원도 다니고 막 이러거든요	1	1984.26	1988.26	client	29
10032	음	0	1985.68	1985.78	counselor	29
10033	배운 게 그런 거라 그래서 조금 지금은 자기가 그 한 말도 있어요	1	1992.26	1998.26	client	29
10034	네	0	1997.27	1997.37	counselor	29
10035	자기가 하고 싶었던 거를 안 했던 거를 한 번 또 해보고 싶다고	1	1998.26	2003.26	client	29
10036	네	0	2002.7	2002.8	counselor	29
10037	휴학하고 내가 왜 휴학을 하고 싶으냐고 물어봤었거	1	2003.26	2006.26	client	29
10038	어 네	0	2004.98	2005.13	counselor	29
10039	왜 자퇴를 하고 싶으냐고 그때 자퇴한다 그랬을 때 물어봤었어요	1	2006.26	2010.26	client	29
10040	네	0	2009.77	2009.87	counselor	29
10041	그랬더니 내가 안 하 해봤던 거를 내가 이 길이 아니어도	1	2010.26	2015.26	client	29
10042	네	0	2011.8	2011.9	counselor	29
10043	다른 길이 있을 수도 모르니까 한번 여기저기 세상에 나가서	1	2015.26	2019.26	client	29
10044	그렇지	0	2018.55	2018.69	counselor	29
10045	한번 찾아보고 싶다 이 얘기를 한 적이 있거든요	1	2019.26	2023.26	client	29
10046	음	0	2022.57	2022.58	counselor	29
10047	그래서 지금은 그냥 옆에서 뭐라고 하면은 더 듣지도 않으니까	5	2023.26	2029.26	client	29
10048	네	0	2028.54	2028.55	counselor	29
10049	그래도 좀 위험한 거는 아닌 것 같아서 그냥 얘가 들어왔나 안 들어왔나	1	2033.26	2037.26	client	29
10050	아 응	0	2033.86	2035.28	counselor	29
10051	아예 대화를 하려고를 안 하니까	0	2041.26	2044.15	client	29
10052	아니 딸이 20대 중반이잖아요 딸이	0	2042.69	2046.12	counselor	29
10053	들어왔나 안 들어왔나 걱 체크를 하실 정도로 마음이 걱정이 많으시네요 김영민 님이	0	2050.03	2055.22	counselor	29
10054	불안해요 걱정돼요 선생님 요즘에 세상이 또	1	2054.26	2058.26	client	29
10055	일 맞아요. 근데 일단은 너무 잘하고 계세요. 일단 두고 봐주시는 거 좋아요	1	2058.12	2063.12	counselor	29
10056	그 다음에 어 뭔가 한마디 거들거나 궁금해서 말을 걸고 싶으실 때가 있을 것 같아요	1	2063.12	2070.12	counselor	29
10057	있어요 있는데도 꼭 참고 있는 거죠 선생님 아직까지는	1	2070.98	2075.26	client	29
10058	그럴 땐 어떻게 물어보는지 팁을 하나 드릴게요	0	2073.12	2077.57	counselor	29
10059	요즘 어때?	0	2080.11	2081.58	counselor	29
10060	먹는 거를 상을 차려 차려놓는다든지 이러거든요	1	2080.26	2085.26	client	29
